report_date,tBalance,yBalance,total_purchase_amt,direct_purchase_amt,purchase_bal_amt,purchase_bank_amt,total_redeem_amt,consume_amt,transfer_amt,tftobal_amt,tftocard_amt,share_amt
2013/12/26,7427199206,7448764361,220287409,219035100,86180958,132854142,241852564,21372055,220480509,21879648,198600861,1252309
2013/12/27,7474795625,7427199206,211118967,209818922,71581657,138237265,163522548,22373377,141149171,16737992,124411179,1300045
2013/12/28,7606220411,7474795625,192808006,191506544,82079222,109427322,61383220,18517636,42865584,10339282,32526302,1301462
2013/12/29,7712563769,7606220411,161473347,160179393,80308840,79870553,55129989,15925186,39204803,5655465,33549338,1293954
2013/12/30,7819095923,7712563769,286358778,285062954,121679259,163383695,179826624,20652334,159174290,40393506,118780784,1295824
2013/12/31,7950715327,7819095923,265851934,264556746,115229028,149327718,134232530,23640780,110591750,19505479,91086271,1295188
2014/1/1,8204274137,7950715327,330926565,329555717,93419831,236135886,77367755,21750788,55616967,15782631,39834336,1370848
2014/1/2,8449075426,8204274137,434956739,433531489,145093807,288437682,190155450,22941048,167214402,26734732,140479670,1425250
2014/1/3,8663435976,8449075426,342074805,340640596,143850914,196789682,127714255,23841309,103872946,27165547,76707399,1434209
2014/1/4,8749652812,8663435976,186085910,184607251,49062116,135545135,99869074,21965772,77903302,10496655,67406647,1478659
2014/1/5,8798901523,8749652812,206030707,204559800,61986069,142573731,156781996,20843557,135938439,37596243,98342196,1470907
2014/1/6,9050477936,8798901523,442494042,441042872,198531158,242511714,190917629,25009899,165907730,35042141,130865589,1451170
2014/1/7,9502231639,9050477936,589726496,588222460,231240835,356981625,137972793,27531206,110441587,23886191,86555396,1504036
2014/1/8,9552376725,9502231639,264025160,262398195,73458333,188939862,213880074,24398384,189481690,22175353,167306337,1626965
2014/1/9,9692683975,9552376725,280698487,279057823,115504758,163553065,140391237,25855665,114535572,27071650,87463922,1640664
2014/1/10,9813222458,9692683975,237797636,236112121,81263442,154848679,117259153,26458750,90800403,26710276,64090127,1685515
2014/1/11,9985095714,9813222458,243403438,241731696,147087308,94644388,71530182,30620108,40910074,14724475,26185599,1671742
2014/1/12,10071845246,9985095714,228255344,226592609,70170242,156422367,141505812,24005816,117499996,26923654,90576342,1662735
2014/1/13,10340128524,10071845246,447207050,445546064,140961565,304584499,178923772,21903534,157020238,31182941,125837297,1660986
2014/1/14,10537257263,10340128524,356907128,355227951,136709487,218518464,159778389,29631300,130147089,26903661,103243428,1679177
2014/1/15,10751047734,10537257263,391408718,389643679,64750474,324893205,177618247,38808458,138809789,28292066,110517723,1765039
2014/1/16,10972827391,10751047734,374947083,373159557,106140501,267019056,153167426,23865821,129301605,26988051,102313554,1787526
2014/1/17,11190869034,10972827391,345426853,343608394,88624595,254983799,127385210,21879996,105505214,18305723,87199491,1818459
2014/1/18,11281199880,11190869034,233200688,231380252,89497089,141883163,142869842,36540346,106329496,31449193,74880303,1820436
2014/1/19,11348652551,11281199880,185082022,183275869,45738067,137537802,117629351,29952235,87677116,21831199,65845917,1806153
2014/1/20,11241417494,11348652551,335761027,333912224,66330226,267581998,442996084,45103607,397892477,36654039,361238438,1848803
2014/1/21,11351446969,11241417494,412854611,411045427,105334037,305711390,302825136,48810525,254014611,34959044,219055567,1809184
2014/1/22,11557321387,11351446969,498730606,496881726,116679482,380202244,292856188,35396154,257460034,50621581,206838453,1848880
2014/1/23,11829747156,11557321387,481450097,479509602,102994484,376515118,209024328,37120406,171903922,30727063,141176859,1940495
2014/1/24,12098022049,11829747156,614103894,612133670,144614549,467519121,345829001,37926576,307902425,29754999,278147426,1970224
2014/1/25,12353351816,12098022049,440854623,438919123,125183326,313735797,185524856,44376079,141148777,33390830,107757947,1935500
2014/1/26,12550001817,12353351816,528402520,526466645,101475502,424991143,331752519,19451300,312301219,39439760,272861459,1935875
2014/1/27,12926555440,12550001817,657199484,655298101,196149985,459148116,280645861,36768288,243877573,58856167,185021406,1901383
2014/1/28,13521645866,12926555440,843424742,841426055,202335691,639090364,248334316,32950093,215384223,47826061,167558162,1998687
2014/1/29,14258960858,13521645866,952479658,950357375,102260088,848097287,215164666,48600473,166564193,38228588,128335605,2122283
2014/1/30,14381588964,14258960858,227916211,225754304,44901628,180852676,105288105,18939954,86348151,13588206,72759945,2161907
2014/1/31,14420780750,14381588964,87324175,85045931,20914075,64131856,48132389,10305654,37826735,7796701,30030034,2278244
2014/2/1,14423540862,14420780750,64287172,61983151,14043513,47939638,61527060,11374370,50152690,18881191,31271499,2304021
2014/2/2,14457057903,14423540862,57912761,55617117,20359506,35257611,24395720,11592943,12802777,2770284,10032493,2295644
2014/2/3,14495278557,14457057903,84329848,82037541,22041714,59995827,46109194,20070740,26038454,4221624,21816830,2292307
2014/2/4,14534004870,14495278557,83653646,81355092,14062302,67292790,44927333,14428523,30498810,9930337,20568473,2298554
2014/2/5,14647641156,14534004870,209043990,206723577,21148444,185575133,95407704,34014315,61393389,14581824,46811565,2320413
2014/2/6,14763866096,14647641156,227860276,225540877,30213062,195327815,111635336,37275155,74360181,27131322,47228859,2319399
2014/2/7,15069202104,14763866096,578818221,576343567,133973411,442370156,273482213,28411171,245071042,43274926,201796116,2474654
2014/2/8,15244025335,15069202104,358255468,355819907,40691777,315128130,183432237,29127148,154305089,17759331,136545758,2435561
2014/2/9,15322982520,15244025335,341911234,339490129,51108036,288382093,262954049,28979242,233974807,22488350,211486457,2421105
2014/2/10,15538694249,15322982520,647465140,645043184,125447760,519595424,431753411,52832088,378921323,31775846,347145477,2421956
2014/2/11,16114439292,15538694249,818803205,816390370,245808059,570582311,243058162,39473499,203584663,30415422,173169241,2412835
2014/2/12,16522863143,16114439292,763009770,760453811,182145168,578308643,354585919,49996692,304589227,48908222,255681005,2555959
2014/2/13,16786803951,16522863143,626698794,624058677,111451545,512607132,362757986,49969512,312788474,33636126,279152348,2640117
2014/2/14,17014252486,16786803951,490710434,488021625,133959311,354062314,263261899,114214873,149047026,47348366,101698660,2688809
2014/2/15,17148181972,17014252486,255393179,252650784,50504975,202145809,121463693,23332090,98131603,26924012,71207591,2742395
2014/2/16,17296449376,17148181972,331324628,328597307,61936172,266661135,183057224,27525012,155532212,34056657,121475555,2727321
2014/2/17,17596758169,17296449376,706118060,703414276,101445973,601968303,405809267,25038922,380770345,67346083,313424262,2703784
2014/2/18,17919195990,17596758169,593563145,590856887,81848295,509008592,271125324,41210804,229914520,48672510,181242010,2706258
2014/2/19,18003573505,17919195990,408367966,405532115,45373979,360158136,323990451,27154783,296835668,37714675,259120993,2835851
2014/2/20,18251643286,18003573505,478925191,476045215,102087332,373957883,230855410,42179906,188675504,35175830,153499674,2879976
2014/2/21,18426710525,18251643286,353981687,351086615,52081757,299004858,178914448,35272987,143641461,38164915,105476546,2895072
2014/2/22,18573998113,18426710525,282022706,279083130,97883214,181199916,134735118,37388618,97346500,13927043,83419457,2939576
2014/2/23,18715837772,18573998113,337053711,334129711,70825865,263303846,195214052,27025520,168188532,22090461,146098071,2924000
2014/2/24,18898684661,18715837772,656317045,653397733,203203164,450194569,473470156,38373586,435096570,38390594,396705976,2919312
2014/2/25,19163035198,18898684661,563505889,560651569,134346664,426304905,299155352,50699394,248455958,43867571,204588387,2854320
2014/2/26,19559016661,19163035198,680801145,677828663,202317738,475510925,284819682,53686988,231132694,44707073,186425621,2972482
2014/2/27,19739139913,19559016661,672909288,669926875,141301002,528625873,492786036,61051395,431734641,33471939,398262702,2982413
2014/2/28,19845831463,19739139913,428721754,425722217,86054744,339667473,322030204,48124571,273905633,40145953,233759680,2999537
2014/3/1,19997418032,19845831463,362865580,359812461,103652657,256159804,211279011,39537010,171742001,46757660,124984341,3053119
2014/3/2,20027420845,19997418032,276202230,273172567,90720059,182452508,246199417,46033199,200166218,38505331,161660887,3029663
2014/3/3,20019709347,20027420845,505305862,502322723,139970256,362352467,513017360,45213317,467804043,65897484,401906559,2983139
2014/3/4,20293292709,20019709347,524146340,521192622,206653555,314539067,250562978,44291502,206271476,42801499,163469977,2953718
2014/3/5,20538515447,20293292709,454295491,451245946,91287267,359958679,209072753,48032386,161040367,44777164,116263203,3049545
