report_date,tBalance,yBalance,total_purchase_amt,direct_purchase_amt,purchase_bal_amt,purchase_bank_amt,total_redeem_amt,consume_amt,transfer_amt,tftobal_amt,tftocard_amt,share_amt
2013-12-04,5938411266.0,5788936223.0,219456372.0,218681591.0,102384322.0,116297269.0,69981329.0,15845867.0,54135462.0,7852080.0,46283382.0,774781.0
2013-12-05,6010979734.0,5938411266.0,190825287.0,190022709.0,69146648.0,120876061.0,118256819.0,13825962.0,104430857.0,39525525.0,64905332.0,802578.0
2013-12-06,6080551322.0,6010979734.0,152197159.0,151391317.0,55634193.0,95757124.0,82625571.0,10624967.0,72000604.0,27086231.0,44914373.0,805842.0
2013-12-07,6147517880.0,6080551322.0,138882605.0,138063886.0,70946815.0,67117071.0,71916047.0,14079254.0,57836793.0,7621422.0,50215371.0,818719.0
2013-12-08,6196090491.0,6147517880.0,124886903.0,124072382.0,39666888.0,84405494.0,76314292.0,19207555.0,57106737.0,7934169.0,49172568.0,814521.0
2013-12-09,6237388004.0,6196090491.0,174652812.0,173818023.0,58079956.0,115738067.0,133355299.0,20902701.0,112452598.0,12725637.0,99726961.0,834789.0
2013-12-10,6269712275.0,6237388004.0,179471612.0,178632183.0,64157045.0,114475138.0,147147341.0,15768961.0,131378380.0,27083516.0,104294864.0,839429.0
2013-12-11,6399314660.0,6269712275.0,239916977.0,239051211.0,138677071.0,100374140.0,110314592.0,16209163.0,94105429.0,32858604.0,61246825.0,865766.0
2013-12-12,6447584392.0,6399314660.0,140360007.0,139456440.0,37802740.0,101653700.0,92090275.0,44454483.0,47635792.0,11324110.0,36311682.0,903567.0
2013-12-13,6521478868.0,6447584392.0,164672690.0,163756758.0,51626995.0,112129763.0,90778214.0,31197293.0,59580921.0,23943149.0,35637772.0,915932.0
2013-12-14,6598289813.0,6521478868.0,129045596.0,128124144.0,60894040.0,67230104.0,52234651.0,15765191.0,36469460.0,13547421.0,22922039.0,921452.0
2013-12-15,6749415054.0,6598289813.0,205882387.0,204965245.0,126617857.0,78347388.0,54757146.0,18057269.0,36699877.0,8502234.0,28197643.0,917142.0
2013-12-16,6789747659.0,6749415054.0,196489931.0,195558740.0,76785117.0,118773623.0,156157326.0,32671212.0,123486114.0,31097965.0,92388149.0,931191.0
2013-12-17,6867190613.0,6789747659.0,193980797.0,193053100.0,62804752.0,130248348.0,116537843.0,12025370.0,104512473.0,14476061.0,90036412.0,927697.0
2013-12-18,6845185545.0,6867190613.0,180215804.0,179244717.0,44534059.0,134710658.0,202220872.0,10725473.0,191495399.0,50257836.0,141237563.0,971087.0
2013-12-19,6914793558.0,6845185545.0,233631357.0,232618878.0,97470048.0,135148830.0,164023344.0,15536057.0,148487287.0,21715384.0,126771903.0,1012479.0
2013-12-20,6894981995.0,6914793558.0,133867400.0,132849845.0,39915508.0,92934337.0,153678963.0,19964515.0,133714448.0,33286473.0,100427975.0,1017555.0
2013-12-21,6923831180.0,6894981995.0,112000779.0,110979622.0,43066009.0,67913613.0,83151594.0,10610110.0,72541484.0,22399613.0,50141871.0,1021157.0
