,actual,trainpredict
117,26705506.0,60555748.0
118,30895754.0,41673524.0
119,130970051.0,34575264.0
120,82689864.0,87155440.0
121,131707820.0,85912920.0
122,83306452.0,114687096.0
123,92856307.0,100723832.0
124,45885771.0,74304472.0
125,85293644.0,58619612.0
126,227124951.0,87224432.0
127,131263524.0,162805616.0
128,79121440.0,151454352.0
129,52554150.0,108329504.0
130,58210254.0,84111384.0
131,28996272.0,40883004.0
132,42358155.0,43390176.0
133,136916782.0,88425296.0
134,70308235.0,117266040.0
135,86951217.99999999,85776496.0
136,74733962.0,86223656.0
137,82717921.0,81992512.0
138,48882131.0,62206976.0
139,85555947.0,58705008.0
140,70113127.0,93035504.0
141,65802983.0,73712832.0
142,86129498.0,71602440.0
143,61453591.0,85147496.0
144,123982166.0,70185664.0
145,119660311.0,96680032.0
146,94632233.0,116142928.0
147,128465086.0,97982264.0
148,101662045.0,118366112.0
149,69981329.0,103460632.0
150,118256819.0,77771712.0
151,82625571.0,119108400.0
152,71916047.0,96268912.0
153,76314292.0,83125408.0
154,133355299.0,96365776.0
155,147147341.0,111469128.0
156,110314592.0,129157640.0
157,92090275.0,127686376.0
158,90778214.0,105439736.0
159,52234651.0,89198336.0
160,54757146.0,63569472.0
161,156157326.0,76254120.0
162,116537843.0,136145616.0
163,202220872.0,122208136.0
164,164023344.0,169700240.0
165,153678963.0,165506864.0
166,83151594.0,132451776.0
167,83998249.0,104662560.0
168,138478245.0,104649344.0
169,118607911.0,124415096.0
170,172755480.0,141590800.0
171,241852564.0,171734880.0
172,163522548.0,211879120.0
173,61383220.0,160297488.0
174,55129989.0,102329440.0
175,179826624.0,92338928.0
176,134232530.0,129511880.0
177,77367755.0,147210304.0
178,190155450.0,143232976.0
179,127714255.0,180866528.0
180,99869074.0,115637576.0
181,156781996.0,101571480.0
182,190917629.0,171800128.0
183,137972793.0,161205376.0
184,213880074.0,140082464.0
185,140391237.0,208447856.0
186,117259153.0,153139136.0
187,71530182.00000001,121083816.0
188,141505812.0,116630104.0
189,178923772.0,140491600.0
190,159778389.0,162625872.0
191,177618247.0,180925280.0
192,153167426.0,180446416.0
193,127385210.0,153538480.0
194,142869842.0,121833152.0
195,117629351.0,148664000.0
196,442996084.0,140214256.0
197,302825136.0,287321632.0
198,292856188.0,279299264.0
199,209024328.0,245866048.0
200,345829001.0,219946000.0
201,185524856.0,226472080.0
202,331752519.0,186108592.0
203,280645861.0,340038432.0
204,248334316.0,287687936.0
205,215164666.0,237355488.0
206,105288105.0,236588864.0
207,48132389.0,185980768.0
208,61527060.0,106762576.0
209,24395720.0,150529424.0
210,46109194.0,92350928.0
211,44927333.0,96674480.0
212,95407704.0,89482672.0
213,111635336.0,84453456.0
214,273482213.0,98097208.0
215,183432237.0,190236144.0
216,262954049.0,176511136.0
217,431753411.0,200466336.0
218,243058162.0,278678656.0
219,354585919.0,209070928.0
220,362757986.0,267486976.0
221,263261899.0,304150560.0
222,121463693.0,208745360.0
223,183057224.0,202753056.0
224,405809267.0,276048544.0
225,271125324.0,291063232.0
226,323990451.0,283894528.0
227,230855410.0,324425504.0
228,178914448.0,253169264.0
229,134735118.0,151690048.0
230,195214052.0,173254240.0
231,473470156.0,255041472.0
232,299155352.0,334377888.0
233,284819682.0,301413312.0
234,492786036.0,265447984.0
235,322030204.0,329597760.0
236,211279011.0,221007216.0
237,246199417.0,217239856.0
238,513017360.0,342891136.0
239,250562978.0,332373248.0
240,209072753.0,257332144.0
241,243149884.0,309903872.0
242,291087220.0,285473120.0
243,140323202.0,212626960.0
244,206312503.0,197681728.0
245,308040624.0,315348288.0
246,496039886.0,266849360.0
247,416491268.0,321592320.0
248,316973542.0,336545568.0
249,311575572.0,285298112.0
250,242799048.0,247851184.0
251,390584547.0,207823952.0
252,440624592.0,321943744.0
253,410240726.0,390418880.0
254,429298917.0,348078592.0
255,336076380.0,344362816.0
256,259655286.0,285727104.0
257,138039412.0,237320768.0
258,186443311.0,239894704.0
259,437825259.0,279858880.0
260,312710515.0,362805440.0
261,450254233.0,321750592.0
262,359071642.0,362345760.0
263,405443946.0,306758336.0
264,155006056.0,253402176.0
265,264714811.0,195831040.0
266,423852634.0,316682016.0
267,277429358.0,336598016.0
268,272612066.0,289723968.0
269,266605457.0,310959776.0
270,200192637.0,305852736.0
271,163199682.0,172132128.0
272,139576683.0,211976720.0
273,176966561.0,242807840.0
274,250015131.0,203309968.0
275,289330278.0,245434272.0
276,286914864.0,269625024.0
277,277077434.0,259118496.0
