,actual,trainpredict
93,82674757.0,48832932.0
94,81901136.0,61956000.0
95,71149981.0,58221908.0
96,130315300.0,62257248.0
97,85704304.0,116335768.0
98,100948091.0,57715688.0
99,87203217.0,88233592.0
100,98151450.0,79665448.0
101,53148443.0,78634896.0
102,47766681.0,54831016.0
103,106030290.0,58593036.0
104,145611496.0,80904408.0
105,106093112.0,119874760.0
106,69530830.0,84577608.0
107,69936453.0,66027752.0
108,55752506.0,51701660.0
109,68007543.0,52584336.0
110,129993375.00000004,78256960.0
111,102050144.0,113542272.0
112,109663260.0,71831488.0
113,90926701.0,88687208.0
114,150904945.0,79401952.0
115,62132300.0,117969416.0
116,68707870.0,64182044.0
117,300027403.0,78941120.0
118,180904814.00000003,240917728.0
119,181474910.00000003,139350160.0
120,167963464.00000003,161209584.0
121,231749471.00000003,171655232.0
122,126467028.0,169944736.0
123,164813471.0,147898544.0
124,147986439.00000003,219482960.0
125,148469647.00000003,117972856.0
126,174554976.00000003,153095520.0
127,167996058.00000003,177227664.0
128,124270704.0,168903216.0
129,118085705.0,102351280.0
130,111786622.0,137859472.0
131,195766477.0,107768104.0
132,131365419.0,183072480.0
133,166163002.00000003,131209728.0
134,221166938.0,151020800.0
135,128528687.00000003,190352096.0
136,89109018.0,113822856.0
137,102394991.0,105407936.0
138,147143602.0,127359968.0
139,258037702.0,120430952.0
140,134774128.00000003,244572400.0
141,139760425.00000003,130203416.0
142,122536344.0,113842064.0
143,116865492.0,119126144.0
144,137889992.0,112645640.0
145,345313258.0,158728752.0
146,268666856.0,313088224.0
147,219456372.00000003,192475008.0
148,190825287.0,206670720.0
149,152197159.0,184707728.0
150,138882605.0,140010800.0
151,124886903.0,172008016.0
152,174652812.0,193545856.0
153,179471612.00000003,152844192.0
154,239916977.00000003,176113264.0
155,140360007.0,215382896.0
156,164672690.0,130500352.0
157,129045596.00000003,157414784.0
158,205882387.00000003,132667752.0
159,196489931.00000003,204162608.0
160,193980797.0,192728592.0
161,180215804.0,189917680.0
162,233631357.0,153705632.0
163,133867400.0,222771824.0
164,112000779.0,128076016.0
165,154543217.00000003,144223920.0
166,198747367.0,158002864.0
167,305406334.0,184515040.0
168,380076148.0,273200608.0
169,220287409.0,328269312.0
170,211118967.0,167679360.0
171,192808006.0,208265552.0
172,161473347.0,210135952.0
173,286358778.0,182499952.0
174,265851933.99999997,323245536.0
175,330926565.0,259778688.0
176,434956739.0,263791520.0
177,342074805.0,385561728.0
178,186085910.00000003,292326944.0
179,206030707.0,186438048.0
180,442494042.0,260218976.0
181,589726496.0,428876416.0
182,264025160.0,522555776.0
183,280698487.0,244118304.0
184,237797636.0,251205168.0
185,243403438.0,182727840.0
186,228255344.00000003,252738496.0
187,447207050.0,334229728.0
188,356907128.0,430069088.0
189,391408718.0,247468544.0
190,374947083.0,371402656.0
191,345426853.0,340839136.0
192,233200688.0,314738304.0
193,185082022.00000003,246315952.0
194,335761027.0,265309984.0
195,412854611.0,318074816.0
196,498730606.0,391749440.0
197,481450097.00000006,417481504.0
198,614103894.0,396564768.0
199,440854623.0,478500032.0
200,528402519.99999994,372157184.0
201,657199484.0,523946880.0
202,843424742.0,630106368.0
203,952479658.0,675905536.0
204,227916211.00000003,629819008.0
205,87324175.0,130795328.0
206,64287172.00000001,27464272.0
207,57912761.0,73124864.0
208,84329848.0,102301224.0
209,83653646.0,233715920.0
210,209043990.0,178882832.0
211,227860276.0,182823856.0
212,578818221.0,296641920.0
213,358255468.0,440550144.0
214,341911234.0,280562560.0
215,647465140.0,301733984.0
216,818803205.0,602375616.0
217,763009770.0,736677440.0
218,626698794.0,581304384.0
219,490710434.0,567644032.0
220,255393178.99999997,331072320.0
221,331324628.0,191046848.0
222,706118060.0,449998848.0
223,593563145.0,690229504.0
224,408367966.0,413377344.0
225,478925191.0,324857760.0
226,353981687.0,374746176.0
227,282022706.0,219565376.0
228,337053711.0,308593952.0
229,656317045.0,468625888.0
230,563505889.0,529628032.0
231,680801145.0,413475616.0
232,672909288.0,522434464.0
233,428721754.0,495251360.0
234,362865580.0,305447744.0
235,276202230.0,360768832.0
236,505305862.0,385703168.0
237,524146340.0,455402080.0
238,454295491.0,471328192.0
239,561787770.0,362265760.0
240,380139779.0,413650304.0
241,243274168.99999997,304941536.0
242,244752519.0,213751568.0
243,497338075.99999994,343432192.0
244,430500816.0,485133344.0
245,377007897.0,367264064.0
246,346286910.0,359140864.0
247,315897431.0,278776160.0
248,287407002.0,255153216.0
249,269387391.0,302910464.0
250,339008082.0,351820128.0
251,435479117.0,311268544.0
252,359014064.0,386760224.0
253,365011495.0,319652256.0
254,282351818.0,332512256.0
255,191700135.0,265486928.0
256,167456369.0,192306528.0
257,313180334.0,223960784.0
258,314345006.0,342970752.0
259,272935544.0,281141248.0
260,266231082.0,270358880.0
261,225966355.00000003,242850784.0
262,160250985.0,197062960.0
263,205533934.00000003,174877536.0
264,398884905.0,262598944.0
265,453320585.0,367635264.0
266,355347118.0,377148192.0
267,363877120.0,307697760.0
268,251895893.99999997,321912672.0
269,202336542.00000003,217438752.0
270,129477254.00000003,232083984.0
271,196936223.00000003,228777920.0
272,354770149.0,228264672.0
273,383347565.0,322639008.0
274,386567460.0,341681824.0
275,237829882.00000003,312301856.0
